market_id,question,category,subcategory,resolution_type,period,T_open,T_event,T_event_confidence,T_event_sources,T_resolve,tau_days,volume_usdc,p_open,p_event,p_resolve,ils_dl,ils_dl_ci_low,ils_dl_ci_high,ils_dl_30min,ils_dl_2h,ils_dl_6h,ils_dl_24h,in_scope,exclusion_reason
0x1f794487d63963d94abe0b3d99dac24d39620ed45e769f84f0cc66560644bce4,"$2000 stimulus checks by February 28, 2021?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2021-01-11T17:25:07.466000+00:00,,,,2021-03-01T14:04:45+00:00,,488335.604514,,,0.0,,,,,,,,False,deadline_NO
0x5e933fe041011c8f8b2f776998bb76bc254deaea4fb04f796002443029a9d0e0,Will the Buffalo Bills or the Kansas City Chiefs win the AFC Championship?,regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2021-01-21T18:45:06.823000+00:00,2021-01-25T03:15:00+00:00,0.8,5.0,2021-01-25T03:31:43+00:00,3.3540876967592594,64464.326718,,,0.0,,,,,,,,False,no_clob_coverage
0xf73eed12df505d39083594f9681d40f26956d480054fa812f2915e21f0f3b809,"How many more tweets will be on the @DonaldJTrumpJr account by February 1, 2021?",corporate_disclosure,,deadline_resolved,pre_2024,2021-01-25T18:10:03.561000+00:00,,,,2021-02-01T22:05:59+00:00,,55234.39262,,,0.0,,,,,,,,False,deadline_NO
0x4e0d4072ce8054c4d85c0bc19971093478c3cba711550c069afc50f07453b3e2,"Will Apple, Amazon, or Twitter announce a Bitcoin purchase before April 1, 2021?",corporate_disclosure,,deadline_resolved,pre_2024,2021-02-08T16:40:03.047000+00:00,,,,2021-04-01T18:08:18+00:00,,198842.162042,,,0.0,,,,,,,,False,deadline_NO
0x5d67e69145b7ed2575b058e2971337517f5f10cb457b6b6d7e3a48c87d53c85c,"Will Uniswap v3 launch before April 30, 2021?",corporate_disclosure,,deadline_resolved,pre_2024,2021-03-07T19:30:01.720000+00:00,,,,2021-05-03T13:54:03+00:00,,57894.963603,,,0.0,,,,,,,,False,deadline_NO
0x364504fdac0b5c56bc7ce08355d3cb3666d6acc1c2ff5d137681d58f99401b47,"Will 150 million people have received a dose of an approved COVID-19 vaccine in the US by May 1, 2021?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2021-03-08T22:45:02.261000+00:00,,,,2021-05-02T16:25:44+00:00,,2075247.199489,,,0.0,,,,,,,,False,deadline_NO
0xf41cc1128e73f79153af2fa2b41168ed480199711d66f123048301f1b792fa5b,Will more than 1.75 million people travel through a TSA checkpoint on any day on or before April 10?,corporate_disclosure,,deadline_resolved,pre_2024,2021-03-23T17:10:06.261000+00:00,,,,2021-04-12T17:02:35+00:00,,64485.152737,,,0.0,,,,,,,,False,deadline_NO
0x3aa9ffe57f9053a9a52acb4aacffa55d402d5ac21b073ec734850e38e100a001,Who will win the 2021 Peruvian Presidential Election?,regulatory_decision,regulatory_decision_announcement,event_resolved,pre_2024,2021-04-14T15:15:03.462000+00:00,2021-07-20T02:00:00+00:00,0.8,5.0,2021-07-20T20:27:10+00:00,96.44787659722222,141910.048966,,,0.0,,,,,,,,False,no_clob_coverage
0x7d81c114ae0856f17fe86dbb9207cb2b5636a90fb0024a082d19b1c24cd9efb9,"Will 170 million people have received a dose of an approved COVID-19 vaccine in the US by May 15, 2021?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2021-04-16T20:25:02.077000+00:00,,,,2021-05-15T19:17:06+00:00,,88583.141976,,,0.0,,,,,,,,False,deadline_NO
0x36e7f10f08ce8b7bf812d204ba42c82d390fab57cf48b8b5d6b0d8f80f095f71,"Will 162 million people have received a dose of an approved COVID-19 vaccine in the US by June 1, 2021?",regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2021-04-28T21:50:06.311000+00:00,2021-05-21T12:00:00+00:00,0.7,3.0,2021-05-23T00:42:37+00:00,22.590204733796295,751420.907244,,,1.0,,,,,,,,False,no_clob_coverage
0x779a58909186c5aa240e1d2221ca1ddf108e2928759cf26882925a33cf447113,"Will a vacancy for the US Supreme Court be announced by September 1, 2021?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2021-05-05T22:05:03.325000+00:00,,,,2021-09-02T16:41:59+00:00,,57538.227961,,,0.0,,,,,,,,False,deadline_NO
0x5d868575c257654a4a98b68eb0ced174d3659f31fe508a5d7b05bb6fdc87bf71,Will 188 million people have received a dose of an approved COVID-19 vaccine in the US by August 1?,regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2021-07-09T16:25:01.053000+00:00,2021-07-24T00:00:00+00:00,0.7,4.0,2021-07-26T15:04:25+00:00,14.315960034722222,56322.759703,,,1.0,,,,,,,,False,no_clob_coverage
0x3c6f306469562579efb124b4e4f1ea686b32c579e372d8563de49747e707fc34,"Will Nancy Pelosi, Hillary Clinton, Bill Clinton, or Hunter Biden be charged with a federal crime by October 1?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2021-07-13T19:50:01.231000+00:00,,,,2021-10-01T18:42:33+00:00,,74756.674551,,,0.0,,,,,,,,False,deadline_NO
0x996057dd1c0d03cf11d735f9a9d487e82d8f1471e6542b9038428d2c336e292a,Will Kanye West’s album DONDA be released by July 23?,corporate_disclosure,,deadline_resolved,pre_2024,2021-07-21T15:40:01.172000+00:00,,,,2021-07-24T19:49:21+00:00,,106528.406962,,,0.0,,,,,,,,False,deadline_NO
0x6b28a681649fe3fbd2e9292d2017a378ed6700e5d6608c8571d14051e11ec950,"Will EIP-1559 be implemented live on Ethereum mainnet by 10 AM ET on August 5, 2021?",regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2021-07-24T17:05:01.348000+00:00,2021-08-05T12:34:00+00:00,0.9,5.0,2021-08-05T15:09:50+00:00,11.811789953703704,210239.422883,,,1.0,,,,,,,,False,no_clob_coverage
0x98c28bc20702919319fe133e2474ff7f8c36c916696961e63642627c7ef7b8f6,"Will Kanye West’s album DONDA be released by August 7, 2021?",corporate_disclosure,,deadline_resolved,pre_2024,2021-07-24T17:05:01.348000+00:00,,,,2021-08-07T17:21:31+00:00,,106971.641359,,,0.0,,,,,,,,False,deadline_NO
0xad6e00598789755e259817aca6c0ea876b3b590eb2982406b77e162a1daeff8d,Will more than 2.3 million people travel through a TSA checkpoint on any day on or before September 15?,corporate_disclosure,,deadline_resolved,pre_2024,2021-08-02T18:15:01.561000+00:00,,,,2021-09-17T18:19:37+00:00,,82540.591797,,,0.0,,,,,,,,False,deadline_NO
0x26fade492d45ed7a22023ea939478694f317e1ba052328c10700357ee595a432,Will the FDA approve any COVID-19 vaccination for children under 12 by October 15? ,regulatory_decision,regulatory_decision_announcement,deadline_resolved,pre_2024,2021-08-05T17:15:01.347000+00:00,,,,2021-10-15T16:38:44+00:00,,128940.92599,,,0.0,,,,,,,,False,deadline_NO
0x846ab8219a27cc2094c5a662843112a8f1655fa227c7285120fb67fa86cb9441,What will the fully diluted market cap of Opensea’s token be 1 week after it starts trading?,corporate_disclosure,,deadline_resolved,pre_2024,2021-08-12T17:00:01.357000+00:00,2022-01-01T04:59:59+00:00,0.9,5.0,2022-01-06T19:05:39+00:00,141.4999727199074,82314.830273,,,,,,,,,,,False,no_clob_coverage
0x755e082f2d74ab88ffbdea7d845c27eb272d8c052f620a5041474c18cd60fffe,Will more than 2.5 million people travel through a TSA checkpoint on any day on or before December 31?,corporate_disclosure,,deadline_resolved,pre_2024,2021-08-13T16:26:01.514000+00:00,,,,2022-01-02T21:17:42+00:00,,236164.085713,,,0.0,,,,,,,,False,deadline_NO
0xcc5d0143bd806e002e9c142daff20bec76ad79a19015873d891e24475e519636,Will a Category 5 Hurricane Make Landfall in the Lower 48 States Before November 1?,corporate_disclosure,,deadline_resolved,pre_2024,2021-08-27T20:00:01.173000+00:00,,,,2021-11-01T16:39:44+00:00,,50571.097648,,,0.0,,,,,,,,False,deadline_NO
0x30e79f439aa1ace36c32a128f29694be5bb2f3cd242f2bd150aaefb53e8dc5d5,Will a team from China win the 2021 LoL Worlds?,military_geopolitics,,event_resolved,pre_2024,2021-09-30T19:33:39.921000+00:00,2021-11-06T15:30:00+00:00,0.7,5.0,2021-11-06T22:57:59+00:00,36.830787951388885,98792.607083,,,1.0,,,,,,,,False,no_clob_coverage
0x6e250783a8fea34dbbf902e151daaa9898db6ac7a9541de48228353b0175c97c,(In-Game Trading) Will the Bills or Chiefs win their week five matchup?,regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2021-10-04T17:43:14.198000+00:00,2021-10-11T04:00:00+00:00,0.8,4.0,2021-10-11T04:43:32+00:00,6.428307893518519,124110.87077,,,1.0,,,,,,,,False,no_clob_coverage
0x567b9be8feea6486c10c37b7cfbd670d753682c830fd68f3197f6a309da2cbe6,Will 229 million Americans have received at least one dose of an approved Covid-19 vaccination by November 15?,regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2021-10-05T19:48:26.334000+00:00,,,,2021-11-16T02:08:29+00:00,,89802.245748,,,0.0,,,,,,,,False,deadline_NO
0xd8578d7f1dc2c29a0aa60d632d4734562b8430d5fd87b1f99a8d0bab3ef8e0f6,"Will the bipartisan infrastructure bill become law by November 4, 2021?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2021-10-13T22:33:47.311000+00:00,,,,2021-11-05T10:57:00+00:00,,129308.285499,,,0.0,,,,,,,,False,deadline_NO
0x4ba6dbada83600224f20d9e9be723cd80398f9a01578a36d6df070c1c8601e65,Will the Bills or Titans win in their week six matchup?,regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2021-10-13T22:38:01.287000+00:00,2021-10-19T03:23:00+00:00,0.9,5.0,2021-10-19T03:40:07+00:00,5.197901770833333,140856.289282,,,0.0,,,,,,,,False,no_clob_coverage
0x8602d8d7ee82da75583d5feff35679c18e9d7c9cd9ebd1468f220e0be90ecbe6,Will Shiba Inu ($SHIB) reach market cap of $50 billion at any point on or before November 15th?,regulatory_decision,regulatory_decision_announcement,deadline_resolved,pre_2024,2021-10-28T22:50:27.510000+00:00,,,,2021-11-16T10:38:34+00:00,,79977.391552,,,0.0,,,,,,,,False,deadline_NO
0xe11a7f384b602cb9f292fa34485a61295f472285035a9add496d2910da96fb97,"Will the bipartisan infrastructure bill become law by November 11, 2021?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2021-11-04T17:32:22.341000+00:00,,,,2021-11-12T19:23:27+00:00,,155892.150838,,,0.0,,,,,,,,False,deadline_NO
0x7a5581c5d480fabd500aa1bd3cfb6d8c12b243e8d8b85597c6c2655de62aea7b,Will ConstitutionDAO win the Sotheby’s auction for the United States Constitution?,corporate_disclosure,,event_resolved,pre_2024,2021-11-15T18:05:10.877000+00:00,2021-11-18T23:30:00+00:00,0.9,5.0,2021-11-19T20:41:25+00:00,3.225568553240741,87109.129738,,,0.0,,,,,,,,False,no_clob_coverage
0xe8f76c71d8a4be8c3c8cdb37df61de0e6ac159af8f77c11f4e417dea6d82decc,Will Coinbase’s NFT marketplace launch before 2022?,corporate_disclosure,,deadline_resolved,pre_2024,2021-11-29T20:44:33.781000+00:00,,,,2022-01-01T18:29:22+00:00,,75055.754518,,,0.0,,,,,,,,False,deadline_NO
0x693573fb291fa1c604d3386eda55d1de77ada6a189c66b86be820e7974a375dc,"Will OpenSea launch a token by December 31st, 2022?",corporate_disclosure,,deadline_resolved,pre_2024,2022-01-11T16:46:51.934000+00:00,,,,2023-01-02T22:45:31+00:00,,95288.057003,,,0.0,,,,,,,,False,deadline_NO
0x78eb725a3e47c23567207392fe1248457080361f86c49123e86f9ea87271ecf0,"Will Donald J. Trump be indicted by July 1, 2022?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2022-01-11T17:15:57.725000+00:00,,,,2022-07-02T14:45:33+00:00,,146801.165574,,,0.0,,,,,,,,False,deadline_NO
0xaf4ae17e643d4456dbdccfa77d79607bb4ae8a59fd5a9637b3a1c7cfce340506,"Will Donald J. Trump be indicted by October 1, 2022?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2022-01-11T17:18:45.948000+00:00,,,,2022-10-02T07:15:51+00:00,,377287.793569,,,0.0,,,,,,,,False,deadline_NO
0x8345ca223beea9033e0d144820a178f6e96039c4b93a9f8c018ad6b96e845d43,"Will Donald J. Trump be indicted by December 31, 2022?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2022-01-11T17:27:26.378000+00:00,,,,2023-01-03T02:01:07+00:00,,91537.338933,,,0.0,,,,,,,,False,deadline_NO
0xf2b331458cfb66eebb4f8a0303070c08345cf7f14349b68015bab9cbb065d418,"Will MetaMask airdrop a native token by March 31st, 2022?",corporate_disclosure,,deadline_resolved,pre_2024,2022-01-11T18:36:02.409000+00:00,,,,2022-04-01T22:45:32+00:00,,73525.608534,,,0.0,,,,,,,,False,deadline_NO
0x29f4461e6973c5cdf0a01b6e13484a5f5d1926e2994401200001784a0f4c36ec,Will Luiz da Silva win 2022 Presidential Elections in Brazil?,regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2022-01-11T23:04:47.539000+00:00,2022-10-30T23:00:00+00:00,0.8,5.0,2022-11-01T04:56:55+00:00,291.9966720023148,264365.036109,,,1.0,,,,,,,,False,no_clob_coverage
0x731ac1bcbaf0e491816a4c9c953c4b6b37de93f92b191db774d416753c055146,Will Jair Bolsonaro win 2022 Presidential Elections in Brazil?,regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2022-01-11T23:24:40.330000+00:00,2022-10-30T23:00:00+00:00,0.8,5.0,2022-11-01T01:14:22+00:00,291.98286655092596,64027.122028,,,0.0,,,,,,,,False,no_clob_coverage
0x31becf2a36a43c4115f14c16a3d802c0dbfd5dfd1d5b05383caae522c0e517d2,"Will MetaMask launch a token by December 31st, 2022?",corporate_disclosure,,deadline_resolved,pre_2024,2022-01-12T17:36:35.995000+00:00,,,,2023-01-03T02:01:31+00:00,,72038.684041,,,0.0,,,,,,,,False,deadline_NO
0x6bafe1a75b354c9e1e36565fe7b92006b19d8e633d7bb088b3c327a5014073d3,"Will SpaceX's Starship successfully reach outer space by September 30, 2022?",corporate_disclosure,,deadline_resolved,pre_2024,2022-01-12T21:41:52.358000+00:00,,,,2022-10-08T20:00:36+00:00,,111604.473043,,,0.0,,,,,,,,False,deadline_NO
0xa401d9605daaba019d98d098b04cbc98662a4ce55e42c77dd3bbaee838d8790f,"Will the Ethereum Merge (EIP-3675) occur by June 1, 2022?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2022-01-18T23:13:43.492000+00:00,,,,2022-06-02T19:45:39+00:00,,110683.901757,,,0.0,,,,,,,,False,deadline_NO
0x0fedb8fd2afca90fd81c26c3f7f8725f99a9786839a60a5f49d6fda6a88990b2,"Will the Ethereum Merge (EIP-3675) occur by August 1, 2022?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2022-01-18T23:17:15.728000+00:00,,,,2022-08-02T18:16:09+00:00,,331710.513225,,,0.0,,,,,,,,False,deadline_NO
0xf9f860485df37b26dc4034b343cc56c019345412fcc0a00d967435a1b47de7bc,"Will the Ethereum Merge (EIP-3675) occur by July 1, 2022?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2022-01-18T23:19:59.860000+00:00,,,,2022-07-02T17:00:34+00:00,,241931.906039,,,0.0,,,,,,,,False,deadline_NO
0x98c01e1f5053e57fcb59add64b9c0f74ac784609b80ab1a8754e934878468310,"Will the Ethereum Merge (EIP-3675) occur by September 1, 2022?",regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2022-01-18T23:28:52.255000+00:00,,,,2022-09-05T18:30:54+00:00,,764809.663855,,,0.0,,,,,,,,False,deadline_NO
0xcf5625c8f7311ebdb2506f42ddb1c7cfc2f8317cc4e0a7d7ed64e11a7d115442,NFL: Who will win Chiefs v. Bills?,regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2022-01-23T14:06:07.558000+00:00,2022-01-24T02:45:00+00:00,0.85,6.0,2022-01-24T22:14:13+00:00,0.5269958564814815,467652.446331,,,1.0,,,,,,,,False,no_clob_coverage
0xacf7b4aa8b1d11f1c3e2e40d5b6ac62278e66a2604a27a4cf1765846155ebf69,Will the FED set interest rates above 0.5% following their scheduled March meeting?,regulatory_decision,regulatory_decision_announcement,event_resolved,pre_2024,2022-02-15T16:39:08.814000+00:00,2022-03-16T19:00:00+00:00,0.95,5.0,2022-03-16T22:00:30+00:00,29.09781465277778,61552.258777,,,0.0,,,,,,,,False,no_clob_coverage
0xab797b60a29aab2006593ea741b36a496946d9a31dbd80c322fa0019a6b29ca0,"Will more than 2.5 million people travel through a TSA checkpoint on any day on or before May 1, 2022?",corporate_disclosure,,deadline_resolved,pre_2024,2022-02-19T18:32:03.425000+00:00,,,,2022-05-02T18:30:48+00:00,,66246.212611,,,0.0,,,,,,,,False,deadline_NO
0xf697dacb560b9d98963ab13638ff0d4c20bf0d1af309fbe4cb0e5931f5ae7908,"Will Russia expand its number of federal subjects by July 1, 2022?",military_geopolitics,,deadline_resolved,pre_2024,2022-03-02T16:25:11.593000+00:00,,,,2022-07-02T16:46:12+00:00,,359935.537457,,,0.0,,,,,,,,False,deadline_NO
0x194f86d21942137070b3504b9d8be809fd5df943079bf8f8a3ea5434e31a9fbe,Will there be more than 4 million Ukrainian refugees by March 24?,military_geopolitics,,deadline_resolved,pre_2024,2022-03-07T17:43:12.912000+00:00,,,,2022-03-25T06:48:02+00:00,,166050.625562,,,0.0,,,,,,,,False,deadline_NO
0x94c477e301371fec2b51cc8bb89fe0ad0d2b6d76d647e91c7e53b5811f9706fd,Will Marine Le Pen win 2nd place in the first round of the 2022 French presidential election?,regulatory_decision,regulatory_decision_announcement,event_resolved,pre_2024,2022-03-09T21:27:48.801000+00:00,2022-04-10T18:00:00+00:00,0.9,5.0,2022-04-11T21:15:52+00:00,31.85568517361111,166568.446884,,,1.0,,,,,,,,False,no_clob_coverage
0xce7a2b539832bc6fd4b896c1673424e07e40d11f67ad19b6c276aa281f752640,"Will Ukraine formally cede Crimea, Luhansk, or Donetsk by May 31, 2022?",military_geopolitics,,deadline_resolved,pre_2024,2022-03-11T18:50:51.099000+00:00,,,,2022-06-01T16:16:02+00:00,,85303.263418,,,0.0,,,,,,,,False,deadline_NO
0x117b9f0d7af8858fb71370ce7f69367525a8797f0cb7ad3ae3031b30a61fa9c5,Will the Fed set interest rates above 0.75% after their scheduled May meeting?,regulatory_decision,regulatory_decision_announcement,event_resolved,pre_2024,2022-03-15T01:50:08.611000+00:00,2022-05-04T18:00:00+00:00,0.97,5.0,2022-05-06T07:23:48+00:00,50.673511446759264,62573.429185,,,1.0,,,,,,,,False,no_clob_coverage
0xa59b0328f98823721727ecd4fff041ed9a34a06e61f6a02f0e80073b43ce1ff8,"Will Coinbase’s NFT marketplace be live by May 1st, 2022?",corporate_disclosure,,deadline_resolved,pre_2024,2022-03-15T21:18:21.906000+00:00,,,,2022-05-02T22:16:32+00:00,,72915.808466,,,0.0,,,,,,,,False,deadline_NO
0x37279c1118877debca62de742f685e5be31df1b355c10a4f6884130dc6b9ba46,"Will more than 2 million people travel through a TSA checkpoint on 7 consecutive days before June 1, 2022?",corporate_disclosure,,deadline_resolved,pre_2024,2022-03-29T12:21:29.123000+00:00,,,,2022-06-01T14:15:52+00:00,,57554.997941,,,0.0,,,,,,,,False,deadline_NO
0x2421a9206bb8fadc06ba8ab0b6a91e0eefd3418fd6d1ab44661c5714c95ca11b,Will Sarah Palin win Alaska's special election for the U.S. House?,regulatory_decision,regulatory_decision_announcement,event_resolved,pre_2024,2022-04-05T22:41:57.936000+00:00,2022-08-16T08:00:00+00:00,0.9,6.0,2022-09-02T16:30:52+00:00,132.3875238888889,79783.229483,,,0.0,,,,,,,,False,no_clob_coverage
0x18b1f84ea9a2a4085430aa0db595f88615042abf3fda0e56bbbf740e49ec788b,Will Twitter add an edit button by June 30?,regulatory_decision,regulatory_decision_formal,deadline_resolved,pre_2024,2022-04-07T16:43:38.104000+00:00,,,,2022-07-01T18:31:49+00:00,,79651.0477,,,0.0,,,,,,,,False,deadline_NO
0xf6024bc223ad8abf050aace07fd3a69328f1bba63c3ffc98062d2420a2030a1e,"Will the Ethereum Merge (EIP-3675) occur by October 1, 2022?",regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2022-04-14T00:06:09.470000+00:00,2022-09-15T06:42:42+00:00,0.97,5.0,2022-09-15T20:01:03+00:00,154.27537650462963,622044.369868,,,1.0,,,,,,,,False,no_clob_coverage
0x7555cd85227fc4cbd680d5f4c8d84ddbc34b89d7a661fb3ee1d760365d681749,Will Elon Musk become CEO of Twitter by September 30?,corporate_disclosure,,deadline_resolved,pre_2024,2022-04-26T20:04:21.723000+00:00,,,,2022-10-02T07:00:51+00:00,,51685.292032,,,0.0,,,,,,,,False,deadline_NO
0x9e6e8c76dfa4ac035d5346a6165f88ac66f44b46d2dbfcf4f96f31f96ff4c9e0,Will Madison Cawthorn win the Republican nomination for the NC-11 House election?,regulatory_decision,regulatory_decision_announcement,event_resolved,pre_2024,2022-05-02T20:18:45.443000+00:00,2022-05-18T01:45:00+00:00,0.9,5.0,2022-05-19T00:30:39+00:00,15.226557372685185,72978.811992,,,0.0,,,,,,,,False,no_clob_coverage
0x7a144ccc02835fa05315af4688aed0eeb2c189ee796018a0ba6c498f774a1391,Will the Fed set interest rates above 1.50% after their scheduled June meeting?,regulatory_decision,regulatory_decision_announcement,event_resolved,pre_2024,2022-05-02T21:54:14.712000+00:00,2022-06-15T18:00:00+00:00,0.97,6.0,2022-06-15T21:15:41+00:00,43.83732972222222,339827.648421,,,1.0,,,,,,,,False,no_clob_coverage
0xc06f6a5aab8993800921cc56ce8cd6e2ab5cadd2393038b5ea2d9416eb9d69f8,Will Kevin McCarthy be elected Speaker of the House in the 118th Congress?,regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2022-05-05T20:02:03.879000+00:00,2023-01-07T05:34:00+00:00,0.9,6.0,2023-01-07T20:01:45+00:00,246.39717732638888,85138.881518,,,1.0,,,,,,,,False,ils_compute_error: PriceLookupError
0xd4635d47ff12077daa50b01da83ea180880f29bc79fcf6aab3740cc231036e58,"Will Russia expand its number of federal subjects by October 1, 2022?",military_geopolitics,,deadline_resolved,pre_2024,2022-05-17T16:04:34.947000+00:00,,,,2022-10-02T06:15:53+00:00,,202709.179329,,,0.0,,,,,,,,False,deadline_NO
0x4c1f91c2fd8bc7cb6066cb342b77fe089e0d3e7a74cba08677adef926ac3798f,Will Rodolfo Hernández win the 2022 Colombian presidential election?,regulatory_decision,regulatory_decision_announcement,event_resolved,pre_2024,2022-05-22T17:34:09.975000+00:00,2022-06-20T02:00:00+00:00,0.9,5.0,2022-06-21T21:30:40+00:00,28.351273437499998,85803.052979,,,0.0,,,,,,,,False,no_clob_coverage
0xb373ae00ee4f2b1617ebde91c2f2b7e69c5aa97a23d8a2744699e4f820f6091f,Will the Fed set interest rates above 2.00% (50 bps or more) after their scheduled July meeting?,regulatory_decision,regulatory_decision_announcement,event_resolved,pre_2024,2022-06-10T15:51:41.932000+00:00,2022-07-27T18:00:00+00:00,0.97,5.0,2022-07-27T23:15:39+00:00,47.08909800925926,72110.205955,,,1.0,,,,,,,,False,no_clob_coverage
0xe13b9c514afb620df92a0bf8f0cecfe4f21327ad0597fd5191e0209b3cf604c3,"Will the Ethereum Merge (EIP-3675) occur by November 1, 2022?",regulatory_decision,regulatory_decision_formal,event_resolved,pre_2024,2022-06-13T15:12:42.390000+00:00,2022-09-15T06:42:42+00:00,0.95,5.0,2022-09-15T20:01:19+00:00,93.64582881944445,80532.007992,,,1.0,,,,,,,,False,no_clob_coverage
